SKU,Name1,Name2
SKU20240420_151142_EASILY DISTRACTED BY DOGS,EASILY,DISTRACTED BY DOGS
SKU20240420_151143_WHAT YOU FOCUS ON GROWS,WHAT YOU,FOCUS ON GROWS
SKU20240420_151144_MY HUSBAND AND I LOVE YOGA,MY HUSBAND AND,I LOVE YOGA
SKU20240420_151145_DONT TELL ME HOW TO DO MY JOB,DON'T TELL ME HOW,TO DO MY JOB
SKU20240420_151146_RELAX NOTHING IS UNDER CONTROL,RELAX NOTHING IS,UNDER CONTROL
SKU20240420_151147_YOU MISS 100% OF THE SHOTS YOU DONT TAKE,YOU MISS 100% OF THE,SHOTS YOU DON'T TAKE
SKU20240420_151148_BEWARE OF WELL JUST BEWARE,BEWARE OF WELL,JUST BEWARE
SKU20240420_151149_GET OFF MY TAIL,GET OFF,MY TAIL
SKU20240420_151150_REMEMBER IF WE GET CAUGHT YOURE DEAF AND I DONT SPEAK ENGLISH,REMEMBER IF WE GET CAUGHT YOU'RE,DEAF AND I DON'T SPEAK ENGLISH
SKU20240420_151151_I DONT SUFFER FROM INSANITY I ENJOY EVERY MINUTE OF IT,I DON'T SUFFER FROM INSANITY,I ENJOY EVERY MINUTE OF IT
SKU20240420_151152_LITTLE PIG LET ME IN,LITTLE PIG,LET ME IN
SKU20240420_151153_I LOVE COAL MINERS,I LOVE COAL,MINERS
SKU20240420_151154_DOG INSIDE IN CASE OF FIRE PLEASE SAVE OUR DOG,DOG INSIDE IN CASE OF,FIRE PLEASE SAVE OUR DOG
SKU20240420_151155_I HAVENT SEEN DEMOCRATS THIS MAD SINE WE FREED THEIR SLAVES,I HAVEN'T SEEN DEMOCRATS THIS,MAD SINE WE FREED THEIR SLAVES
SKU20240420_151156_IF THIS FLAG OFFENDS ILL HELP PACK,IF THIS FLAG,OFFENDS I'LL HELP PACK
SKU20240420_151157_NO BABY ON BOARD ITS OKAY TO CRASH IN TO ME,NO BABY ON BOARD IT'S,OKAY TO CRASH IN TO ME
SKU20240420_151158_IM NOT LOST IM EXPLORING,I'M NOT LOST,I'M EXPLORING
SKU20240420_151159_TRUTH IS THE NEW HATE SPEECH,TRUTH IS THE NEW,HATE SPEECH
SKU20240420_151200_IM A CHILD NOT A CHOICE,I'M A CHILD,NOT A CHOICE
SKU20240420_151201_I AM NOT YOUR BABY DADDY,I AM NOT YOUR,BABY DADDY
SKU20240420_151202_PROUD GRANDMA OF A US SOLDIER,PROUD GRANDMA OF,A US SOLDIER
SKU20240420_151203_YOU MAY ALL GO TO HELL ILL GO TO TEXAS,YOU MAY ALL GO TO,HELL I'LL GO TO TEXAS
SKU20240420_151204_APPEAL TO HEAVEN,APPEAL TO,HEAVEN
SKU20240420_151205_HEAVEN HAS A WALL HELL HAS OPEN BORDERS,HEAVEN HAS A WALL -,HELL HAS OPEN BORDERS
SKU20240420_151206_PROUD BROTHER OF AN AIRMAN,PROUD BROTHER,OF AN AIRMAN
SKU20240420_151207_BLIND FAITH IN BAD LEADERS IS NOT PATRIOTISM,BLIND FAITH IN BAD,LEADERS IS NOT PATRIOTISM
SKU20240420_151208_NO WEAPON FORMED AGAINST ME SHALL PROSPER,NO WEAPON FORMED,AGAINST ME SHALL PROSPER
SKU20240420_151209_EQUAL RIGHTS FOR OTHERS DOES NOT MEAN LESS RIGHTS FOR YOU,EQUAL RIGHTS FOR OTHERS DOES,NOT MEAN LESS RIGHTS FOR YOU
SKU20240420_151210_WHEN INJUSTICE BECOMES LAW RESISTANCE BECOMES DUTY,"WHEN INJUSTICE BECOMES LAW,",RESISTANCE BECOMES DUTY
SKU20240420_151212_HONK IF YOU LOVE CHEESES,HONK IF YOU,LOVE CHEESES
SKU20240420_151213_I PREFER DANGEROUS LIBERTY TO PEACEFUL SERVITUDE,I PREFER DANGEROUS LIBERTY,TO PEACEFUL SERVITUDE
SKU20240420_151214_MAY PEACE PREVAIL ON EARTH,MAY PEACE,PREVAIL ON EARTH
SKU20240420_151215_SAVE THE BEES,SAVE THE,BEES
SKU20240420_151216_JESUS IS LORD,JESUS IS,LORD
SKU20240420_151217_DRIVE CAREFULLY THERE IS NO HEAVEN,DRIVE CAREFULLY,THERE IS NO HEAVEN
SKU20240420_151218_I THINK THEREFORE IM DANGEROUS,I THINK THEREFORE,I'M DANGEROUS
SKU20240420_151219_DO NOT MISTAKE AUTHORITY FOR TRUTH,DO NOT MISTAKE,AUTHORITY FOR TRUTH
SKU20240420_151220_MAKE RACISM WRONG AGAIN,MAKE RACISM,WRONG AGAIN
SKU20240420_151221_THEY WHO GIVE UP LIBERTY FOR SAFETY DESERVE NEITHER,THEY WHO GIVE UP LIBERTY,FOR SAFETY DESERVE NEITHER
SKU20240420_151222_LESS GOVERNMENT MORE FREEDOM,LESS GOVERNMENT,MORE FREEDOM
SKU20240420_151223_FIGHT CENSORSHIP,FIGHT,CENSORSHIP
SKU20240420_151224_TRUST GOD NOT GOVERNMENT,TRUST GOD NOT,GOVERNMENT
SKU20240420_151225_SURE YOU CAN TRUST THE GOVERNMENT,"SURE, YOU CAN TRUST",THE GOVERNMENT
SKU20240420_151226_ONLY YOU CAN PREVENT COMMUNISM,ONLY YOU CAN,PREVENT COMMUNISM
