SKU,Name1,Name2
SKU20240322_055335_THIS IS MY PRIDE FLAG,THIS IS MY,PRIDE FLAG
SKU20240322_055336_DONT HONK AT ME IM CRYING ALREADY,DON'T HONK AT ME,I'M CRYING ALREADY
SKU20240322_055337_DONT LET PIGEON DRIVE THE BUS,DON'T LET PIGEON,DRIVE THE BUS
SKU20240322_055338_NO WIFE HAPPY LIFE,NO WIFE,HAPPY LIFE
SKU20240322_055339_I DONT KNOW I JUST WORK HERE,I DON'T KNOW I,JUST WORK HERE
SKU20240322_055340_BLOOD FOR THE BLOOD GOD,BLOOD FOR THE,BLOOD GOD
SKU20240322_055341_DONT HONK AT ME MY TUMMY HURTS,DON'T HONK AT ME,MY TUMMY HURTS
SKU20240322_055342_FROM BLOOD AND ASH WE WILL RISE,FROM BLOOD AND,"ASH, WE WILL RISE"
SKU20240322_055343_WELL BEHAVED WOMEN RARELY MAKE HISTORY,WELL BEHAVED WOMEN,RARELY MAKE HISTORY
SKU20240322_055345_HONK IF YOU DONT EXIST,HONK IF YOU,DON'T EXIST
SKU20240322_055346_WORLDS OKAYEST BROTHER,WORLD'S,OKAYEST BROTHER
SKU20240322_055347_WORLDS OKAYEST FIREFIGHTER,WORLD'S OKAYEST,FIREFIGHTER
SKU20240322_055348_YOU ARE NOT IMMUNE TO PROPAGANDA,YOU ARE NOT IMMUNE,TO PROPAGANDA
