SKU,Name1,Name2
SKU20240501_084827_IM NOT IGNORING YOU IM A PLUMBER AND I CANT HEAR SHIT ANYMORE,I'M NOT IGNORING YOU I'M A PLUMBER,AND I CAN'T HEAR SHIT ANYMORE
SKU20240501_084828_YOU CANT FIX SPINELESS GET DIVORCED,YOU CAN'T FIX,SPINELESS GET DIVORCED
SKU20240501_084829_YOU CANT FIX STUPID BUT YOU CAN ENJOY IT,YOU CAN'T FIX STUPID,BUT YOU CAN ENJOY IT
SKU20240501_084830_ANYTHING YOU SAY BEFORE COFFEE CANT BE HELD AGAINST YOU,ANYTHING YOU SAY BEFORE,"COFFEE, CAN'T BE HELD AGAINST YOU"
SKU20240501_084831_DUCT TAPE YOU CANT FIX STUPID BUT YOU CAN MUFFLE THE SOUND,DUCT TAPE YOU CAN'T FIX STUPID,BUT YOU CAN MUFFLE THE SOUND
SKU20240501_084832_YOU CANT FIX CRAZY BUT YOU CAN CODE IT IF ITS DOCUMENTED,YOU CAN'T FIX CRAZY BUT YOU CAN,CODE IT IF IT'S DOCUMENTED
SKU20240501_084833_IF DAD CANT FIX IT NO ONE CAN,IF DAD CAN'T FIX,IT NO ONE CAN
SKU20240501_084834_IF YOU CANT FIX IT WITH A HAMMER YOUVE GOT AN ELECTRICAL PROBLEM,"IF YOU CAN'T FIX IT WITH A HAMMER,",YOU'VE GOT AN ELECTRICAL PROBLEM
SKU20240501_084835_YOU CANT FIX STUPID BUT YOU CAN NUMB IT,YOU CAN'T FIX STUPID,BUT YOU CAN NUMB IT
SKU20240501_084836_YOU CANT FIX SOMEONE THAT CHOOSES TO BE BROKEN,YOU CAN'T FIX SOMEONE,THAT CHOOSES TO BE BROKEN
SKU20240501_084837_I CAN BE CHEERFUL ABOUT YOU BUT I CANT FIX YOU,I CAN BE CHEERFUL ABOUT,"YOU BUT, I CAN'T FIX YOU"
SKU20240501_084838_YOU CANT FIX YOURSELF BY BREAKING SOMEONE ELSE,YOU CAN'T FIX YOURSELF BY,BREAKING SOMEONE ELSE
SKU20240501_084840_CANT HEAR YOU IM GAMING HEADSET,CAN'T HEAR YOU I'M,GAMING HEADSET
SKU20240501_084841_NOTHING A SPELL CANT FIX,NOTHING A,SPELL CAN'T FIX
SKU20240501_084842_YOU CANT FIX STUPID I AM LIVING PROOF,YOU CAN'T FIX STUPID,I AM LIVING PROOF
