SKU,Name1,Name2
SKU20240421_074243_DONT MAKE ME USE MY HOCKEY MOM VOICE,DON'T MAKE ME USE MY,HOCKEY MOM VOICE
SKU20240421_074244_YOURE AMAZING KEEP THAT SHIT UP,YOU'RE AMAZING,KEEP THAT SHIT UP
SKU20240421_074245_WHATS YOUR FAVORITE SCARY MOVIE,WHAT'S YOUR,FAVORITE SCARY MOVIE?
SKU20240421_074246_LIFE ISNT FAIR IT IS BALANCED,"LIFE ISN'T FAIR,",IT IS BALANCED
SKU20240421_074247_IM JUST BEING DRAMATIC ITS WHAT I DO,I'M JUST BEING,DRAMATIC IT'S WHAT I DO
SKU20240421_074248_BE THE LEADER YOU WOULD FOLLOW,BE THE LEADER YOU,WOULD FOLLOW
SKU20240421_074249_HIS GRACE IS SUFFICIENT,HIS GRACE IS,SUFFICIENT
SKU20240421_074250_JUST A GIRL WHO LOVES RHINOS,JUST A GIRL WHO,LOVES RHINOS
SKU20240421_074251_WORLDS OKAYEST SISTER,WORLD'S,OKAYEST SISTER
SKU20240421_074252_SO IT WAS ALL YOUR WORK,SO IT WAS ALL,YOUR WORK
SKU20240421_074253_YOUR VIBE ATTRACTS YOUR TRIBE,YOUR VIBE,ATTRACTS YOUR TRIBE
SKU20240421_074254_I AM NOT ASHAMED OF THE GOSPEL,I AM NOT ASHAMED,OF THE GOSPEL
SKU20240421_074255_ALL YOU NEED IS TO BELIEVE IN YOURSELF,ALL YOU NEED IS TO,BELIEVE IN YOURSELF
SKU20240421_074256_HONK IF YOU HONK PLEASE,HONK IF YOU,HONK PLEASE
SKU20240421_074257_JUST A GIRL WHO LOVES POMERANIAN,JUST A GIRL WHO,LOVES POMERANIAN
SKU20240421_074258_IM NOT CONVINCED I KNOW HOW TO READ,I'M NOT CONVINCED I,KNOW HOW TO READ
SKU20240421_074259_YOU CAN NEVER HAVE TOO MANY COLOURS OF PAINT,YOU CAN NEVER HAVE TOO,MANY COLOURS OF PAINT!
SKU20240421_074300_YOU CAN NEVER HAVE TOO MANY RECORDERS,YOU CAN NEVER HAVE,TOO MANY RECORDERS
SKU20240421_074301_STOP WHINING AND DO YOUR JOB,STOP WHINING AND,DO YOUR JOB!
SKU20240421_074302_WISHING YOU A DAY AS RELAXING AS A ROOT CANAL,WISHING YOU A DAY AS,RELAXING AS A ROOT CANAL
SKU20240421_074303_IT IS WHAT IT IS,IT IS WHAT,IT IS
SKU20240421_074304_JUST A BOY WHO LOVES CHAMELEONS,JUST A BOY WHO,LOVES CHAMELEONS
SKU20240421_074305_WE DONT NEED NO STINKING BADGES,WE DON'T NEED NO,STINKING BADGES
SKU20240421_074306_BE KIND TO YOUR MIND,BE KIND TO,YOUR MIND
SKU20240421_074307_LIFE DOESNT MAKE NARRATIVE SENSE,LIFE DOESN'T MAKE,NARRATIVE SENSE
SKU20240421_074308_YOU ARE ANYTHING BUT ORDINARY,YOU ARE ANYTHING,BUT ORDINARY
SKU20240421_074309_EVERYTHING HAPPENS FOR A REASON,EVERYTHING,HAPPENS FOR A REASON
SKU20240421_074310_COMMUNISM WAS JUST A RED HERRING,COMMUNISM WAS JUST,A RED HERRING
SKU20240421_074311_WORLDS OKAYEST BIRD,WORLD'S,OKAYEST BIRD
SKU20240421_074312_MAY THE FORCE BE WITH YOU,MAY THE FORCE,BE WITH YOU
SKU20240421_074313_I HOPE SOMETHING GOOD HAPPENS TO YOU TODAY,I HOPE SOMETHING GOOD,HAPPENS TO YOU TODAY
SKU20240421_074314_JUST A GIRL WHO LOVES SQUIRRELS,JUST A GIRL WHO,LOVES SQUIRRELS
SKU20240421_074315_THE MOUNTAINS ARE CALLING,THE MOUNTAINS,ARE CALLING
SKU20240421_074316_NO REGRETS ONLY MEMORIES,NO REGRETS,ONLY MEMORIES
SKU20240421_074317_I DONT WANT PEACE I WANT PROBLEMS ALWAYS,I DON'T WANT PEACE. I,"WANT PROBLEMS, ALWAYS"
SKU20240421_074318_THE WORK IS MYSTERIOUS AND IMPORTANT,THE WORK IS,MYSTERIOUS AND IMPORTANT
SKU20240421_074319_I AM GOOD KITTY,I AM GOOD,KITTY
SKU20240421_074320_JUST A GIRL WHO LOVES BETTA FISH,JUST A GIRL WHO,LOVES BETTA FISH
SKU20240421_074321_YOUR IMPERFECTIONS ARE BEAUTIFUL,YOUR IMPERFECTIONS,ARE BEAUTIFUL
SKU20240421_074322_PERSONAL TORTURE INSTRUCTOR I MEAN PERSONAL TRAINER,PERSONAL TORTURE INSTRUCTOR,I MEAN PERSONAL TRAINER
SKU20240421_074323_YOURE EXACTLY WHERE YOU NEED TO BE,YOU'RE EXACTLY,WHERE YOU NEED TO BE
SKU20240421_074324_JOY COMES IN THE MORNING,JOY COMES IN,THE MORNING
SKU20240421_074325_I WISH I COUND BUT I DONT WANT TO,"I WISH I COUND, BUT",I DON'T WANT TO
SKU20240421_074326_WORDS ARE OUR MOST INEXHAUSTIBLE SOURCE OF MAGIC,WORDS ARE OUR MOST,INEXHAUSTIBLE SOURCE OF MAGIC
SKU20240421_074327_FOR MOST OF HISTORY ANONYMOUS WAS A WOMAN,"FOR MOST OF HISTORY,",ANONYMOUS WAS A WOMAN
SKU20240421_074328_CALM YOUR TITS,CALM YOUR,TITS
SKU20240421_074329_DONT MAKE ME USE MY PASTOR VOICE,DON'T MAKE ME USE,MY PASTOR VOICE
SKU20240421_074330_IF I CANNOT MOVE HEAVEN I WILL RAISE HELL,IF I CANNOT MOVE,"HEAVEN, I WILL RAISE HELL"
SKU20240421_074331_HOLD ON I SEE A DOG,HOLD ON I,SEE A DOG
SKU20240421_074332_HISTORY HAS ITS EYES ON YOU,HISTORY HAS ITS,EYES ON YOU
SKU20240421_074333_HEROES GET REMEMBERED LEGENDS NEVER DIE,"HEROES GET REMEMBERED,",LEGENDS NEVER DIE
SKU20240421_074334_PAIN IS INEVITABLE SUFFERING IS OPTIONAL,"PAIN IS INEVITABLE,",SUFFERING IS OPTIONAL
SKU20240421_074335_DONT MAKE ME USE MY HUSKY VOICE,DON'T MAKE ME USE,MY HUSKY VOICE
