SKU,Name1,Name2
SKU20240531_090548_TRUMP ILL BE BACK,TRUMP, I'LL BE BACK
SKU20240531_090549_TRUMP 2024 SAVE AMERICA AGAIN,TRUMP 2024, SAVE AMERICA AGAIN
SKU20240531_090550_PRO TRUMP PRO AMERICA,PRO TRUMP,PRO AMERICA
SKU20240531_090551_IN GOD WE TRUST SUPPORT LAW ENFORCEMENT,IN GOD WE TRUST,SUPPORT LAW ENFORCEMENT
SKU20240531_090552_AMERICAS COMEBACK TRUMP 2024,AMERICA'S COMEBACK, TRUMP 2024
SKU20240531_090553_SAVE AMERICA VOTE RED,SAVE AMERICA,VOTE RED
SKU20240531_090554_EVEN MY CAT SUPPORTS TRUMP,EVEN MY CAT,SUPPORTS TRUMP
SKU20240531_090555_EVEN MY DOG SUPPORTS TRUMP,EVEN MY DOG,SUPPORTS TRUMP
SKU20240531_090556_EVEN MY PET SUPPORTS TRUMP,EVEN MY PET,SUPPORTS TRUMP
SKU20240531_090557_WOMEN FOR TRUMP,WOMEN, FOR TRUMP
SKU20240531_090558_THANK YOU PRESIDENT TRUMP,THANK YOU,PRESIDENT TRUMP
SKU20240531_090559_I SUPPORT PRESIDENT TRUMP,I SUPPORT,PRESIDENT TRUMP
SKU20240531_090600_TRUMP WAS RIGHT ABOUT EVERYTHING,TRUMP WAS RIGHT,ABOUT EVERYTHING
SKU20240531_090601_DONT CARE STILL VOTING TRUMP,DON'T CARE, STILL VOTING TRUMP
SKU20240531_090602_VETERANS FOR TRUMP,VETERANS,FOR TRUMP
SKU20240531_090603_BLACK FOR TRUMP,BLACK, FOR TRUMP
SKU20240531_090604_IM STILL A TRUMP GIRL I MAKE NO APOLOGIZE,I'M STILL A TRUMP GIRL,I MAKE NO APOLOGIZE
SKU20240531_090605_VOTE RED SAVE AMERICA,VOTE RED,SAVE AMERICA
SKU20240531_090606_DONALD TRUMP SUPPORT VETERANS,DONALD TRUMP,SUPPORT VETERANS
SKU20240531_090607_FOR AMERICA FUCK YOUR FEELINGS,FOR AMERICA, FUCK YOUR FEELINGS
SKU20240531_090608_GOD GUNS AND TRUMP,"GOD, GUNS",AND TRUMP
SKU20240531_090609_TRUMP TRUMP,TRUMP,TRUMP
SKU20240531_090611_TRUMP 2024,TRUMP,2024
SKU20240531_090612_JUST A GIRL WHO SUPPORTS TRUMP,JUST A GIRL, WHO SUPPORTS TRUMP
SKU20240531_090613_TAKE BACK AMERICA TRUMP 2024,TAKE BACK AMERICA, TRUMP 2024
SKU20240531_090614_JESUS IS MY SAVIOR TRUMP IS MY PRESIDENT,JESUS IS MY SAVIOR,TRUMP IS MY PRESIDENT
SKU20240531_090615_TRUMP 2024 TAKE AMERICA BACK,TRUMP 2024, TAKE AMERICA BACK
SKU20240531_090616_DONT UNDERESTIMATE JOES ABILITY TO FUCK THINGS UP,DON'T UNDERESTIMATE JOE'S, ABILITY TO FUCK THINGS UP
SKU20240531_090617_PRO AMERICA ANTI BIDEN,PRO AMERICA,ANTI BIDEN
SKU20240531_090618_LGBTQ LETS GET BIDEN TO QUIT,LGBTQ LETS, GET BIDEN TO QUIT
