SKU,Name1,Name2
ST20240427_091453_THE REVOLUTION HAS BEGUN,THE REVOLUTION,HAS BEGUN!
ST20240427_091454_YOU GOTTA NOURISH TO FLOURISH,YOU GOTTA,NOURISH TO FLOURISH
ST20240427_091455_YOURE ONLY AS PRETTY AS YOU TREAT PEOPLE,YOU'RE ONLY AS PRETTY,AS YOU TREAT PEOPLE
ST20240427_091456_AND IF NOT HE IS STILL GOOD,"AND IF NOT, HE",IS STILL GOOD
ST20240427_091457_HONK IF YOUR HORNS BROKEN,HONK IF YOUR,HORN'S BROKEN
ST20240427_091458_WE ARE STAR STUFF,WE ARE,STAR STUFF
ST20240427_091459_WORLDS OKAYEST CLARINET PLAYER,WORLD'S OKAYEST,CLARINET PLAYER
ST20240427_091501_IM SILENTLY JUDGING YOU,I'M SILENTLY,JUDGING YOU
ST20240427_091502_EVEN MIRACLES TAKE A LITTLE TIME,EVEN MIRACLES TAKE,A LITTLE TIME
ST20240427_091503_MOM I AM A RICH MAN,"MOM, I AM A",RICH MAN
ST20240427_091504_WORLDS OKAYEST MINER,WORLD'S,OKAYEST MINER
ST20240427_091505_HONK IF YOU THINK IM HOT,HONK IF YOU,THINK I'M HOT
ST20240427_091506_LIVING LIFE A QUARTER MILE AT A TIME,LIVING LIFE A,QUARTER MILE AT A TIME
ST20240427_091507_INTROVERTED BUT WILLING TO DISCUSS BOOK,INTROVERTED BUT,WILLING TO DISCUSS BOOK
ST20240427_091508_DONT TALK TO ME IM ANGRY CAT,DONT TALK TO ME,I'M ANGRY CAT
ST20240427_091509_HELPING SMALL HANDS DO BIG THINGS,HELPING SMALL,HANDS DO BIG THINGS
ST20240427_091510_PLEASE BE PATIENT I AM 2 YEARS OLD,PLEASE BE PATIENT I,AM 2 YEARS OLD
ST20240427_091511_YOU DIDNT WAKE UP TODAY TO BE MEDIOCRE,YOU DIDN'T WAKE UP,TODAY TO BE MEDIOCRE
ST20240427_091512_HOPE IS NOT CRAZY,HOPE IS,NOT CRAZY
ST20240427_091513_HONK IF YOU HONK,HONK IF,YOU HONK
ST20240427_091514_THE MOUNTAINS ARE CALLING AND I MUST GO,THE MOUNTAINS ARE,"CALLING, AND I MUST GO"
ST20240427_091515_WERE ALL BORN NAKED,WE'RE ALL,BORN NAKED!
ST20240427_091516_KEEP YOUR FRIENDS CLOSE BUT YOUR ENEMIES CLOSER,KEEP YOUR FRIENDS CLOSE,BUT YOUR ENEMIES CLOSER
ST20240427_091517_DONT MAKE ME USE MY HACKER VOICE,DON'T MAKE ME USE,MY HACKER VOICE
ST20240427_091518_I AM JUST HERE FOR THE CANDY,I AM JUST HERE,FOR THE CANDY
ST20240427_091519_I AM A WOMAN PHENOMENALLY,I AM A WOMAN,PHENOMENALLY
ST20240427_091520_EVERYBODY IS A GENIUS,EVERYBODY IS,A GENIUS
ST20240427_091521_WORLDS OKAYEST RESPIRATORY THERAPIST,WORLD'S OKAYEST,RESPIRATORY THERAPIST
ST20240427_091522_JUST A BOY WHO LOVES BUNNIES,JUST A BOY WHO,LOVES BUNNIES
ST20240427_091523_YOU JUST GOT PASSED BY A PRETTY GIRL,YOU JUST GOT PASSED,BY A PRETTY GIRL
ST20240427_091524_DONT MAKE ME USE MY MOM VOICE,DON'T MAKE ME USE,MY MOM VOICE
ST20240427_091525_PLEASE BE PATIENT DONT KNOW MY RIGHTS AND LEFTS,PLEASE BE PATIENT DON'T,KNOW MY RIGHTS AND LEFTS
ST20240427_091526_DO WHAT SCARES YOU UNTIL IT DOESNT,DO WHAT SCARES YOU,UNTIL IT DOESN'T
ST20240427_091527_SORRY IM LATE I DIDNT WANT TO COME,SORRY I'M LATE I,DIDN'T WANT TO COME
ST20240427_091528_YOU ARE THE MAIN CHARACTER,YOU ARE THE,MAIN CHARACTER
ST20240427_091529_HONK IF YOU LOVE YOURSELF,HONK IF YOU,LOVE YOURSELF
ST20240427_091530_PLEASE BE PATIENT I AM 8 YEARS OLD,PLEASE BE PATIENT I,AM 8 YEARS OLD
ST20240427_091531_JUST A GIRL WHO LOVES EVERYBUNNY,JUST A GIRL WHO,LOVES EVERYBUNNY
ST20240427_091532_SORRY IM LATE I WAS GETTING COFFEE,SORRY I'M LATE I,WAS GETTING COFFEE
ST20240427_091533_LOVE IS INDOMITABLE,LOVE IS,INDOMITABLE
ST20240427_091534_WHAT SITUATION ISNT IMPROVED BY PIZZA,WHAT SITUATION ISN'T,IMPROVED BY PIZZA?
ST20240427_091535_WORLDS OKAYEST LOSS PREVENTION MANAGER,WORLD'S OKAYEST LOSS,PREVENTION MANAGER
ST20240427_091536_DONT HONK AT ME I WILL CRY,DON'T HONK AT,ME I WILL CRY
ST20240427_091537_THE BEST IS YET TO COME,THE BEST IS,YET TO COME
ST20240427_091538_IT REALLY DO BE LIKE THAT SOMETIMES,IT REALLY DO BE,LIKE THAT SOMETIMES
ST20240427_091539_WORLDS OKAYEST FIRMWARE ENGINEER,WORLD'S OKAYEST,FIRMWARE ENGINEER
ST20240427_091540_IM AN ACCOUNTANT NOT A MAGICIAN,"I'M AN ACCOUNTANT,",NOT A MAGICIAN
ST20240427_091541_TEAMWORK MAKES THE DREAM WORK,TEAMWORK MAKES,THE DREAM WORK
ST20240427_091542_NOBODY CARES WORK HARDER,NOBODY CARES,WORK HARDER
ST20240427_091543_I JUST DONT CARE,I JUST,DONT CARE
ST20240427_091544_DO NO HARM TAKE NO SHIT,DO NO HARM,TAKE NO SHIT
ST20240427_091545_DONT MAKE ME USE MY VOICE,DON'T MAKE ME,USE MY VOICE
ST20240427_091546_HONK IF YOU LOVE LOUD NOISES,HONK IF YOU LOVE,LOUD NOISES
