SKU,Name1,Name2
SKU20240418_180851_IM NOT DRUNK IM PASSING OUT SNACKS,I'M NOT DRUNK I'M,PASSING OUT SNACKS
SKU20240418_180852_IM NOT DRUNK IM PASSING SNACKS AND WHOOPING ASS,I'M NOT DRUNK I'M PASSING,SNACKS AND WHOOPING ASS
SKU20240418_180853_IM NOT DRUNK JUST AVOIDING POTHOLES,I'M NOT DRUNK JUST,AVOIDING POTHOLES
SKU20240418_180854_SURPRISE IM DRUNK,SURPRISE,I'M DRUNK
SKU20240418_180855_IM NOT SLURRING IM SPEAKING IN CURSIVE,I'M NOT SLURRING I'M,SPEAKING IN CURSIVE
SKU20240418_180856_NOT DRUNK AVOIDING POTHOLES,NOT DRUNK,AVOIDING POTHOLES
SKU20240418_180857_YOU CANT SCARE ME IM A LUNCH LADY,YOU CAN'T SCARE ME,I'M A LUNCH LADY
SKU20240418_180858_DRUNK WIVES MATTER,DRUNK WIVES,MATTER
SKU20240418_180859_SINKING AND DRINKING,SINKING AND,DRINKING
SKU20240418_180900_SHUT UP LIVER YOURE FINE,SHUT UP LIVER,YOU'RE FINE
SKU20240418_180901_IM NOT DRUNK IM PASSING OUT SNACKS,I'M NOT DRUNK I'M,PASSING OUT SNACKS
SKU20240418_180902_RUN LIKE A GIRL,RUN LIKE,A GIRL
SKU20240418_180903_MESS WITH THE HONK YOU GET THE BONK,MESS WITH THE HONK,YOU GET THE BONK
SKU20240418_180904_ME SARCASTIC NEVER,ME?,SARCASTIC? NEVER.
SKU20240418_180905_EVERYTHING IS FIGUREOUTABLE,EVERYTHING IS,FIGUREOUTABLE
SKU20240418_180906_DO NO HARM TAKE NO SHIT,"DO NO HARM,",TAKE NO SHIT
SKU20240418_180907_LIVE LAUGH LOVE,LIVE,LAUGH LOVE
SKU20240418_180908_HANG ON LET ME OVERTHINK THIS,HANG ON. LET ME,OVERTHINK THIS.
SKU20240418_180909_GROW THROUGH WHAT YOU GO THROUGH,GROW THROUGH WHAT,YOU GO THROUGH
SKU20240418_180910_SHE DOESNT EVEN GO HERE,SHE DOESN'T,EVEN GO HERE
SKU20240418_180911_IT BE LIKE THAT SOMETIMES,IT BE LIKE,THAT SOMETIMES
SKU20240418_180912_YOU CAN DO HARD THINGS,YOU CAN DO,HARD THINGS
SKU20240418_180913_IT IS WHAT IT IS,IT IS WHAT,IT IS
SKU20240418_180914_FAITH IS GREATER THAN FEAR,FAITH IS,GREATER THAN FEAR
SKU20240418_180915_IM SILENTLY JUDGING YOUR WIRING,I'M SILENTLY,JUDGING YOUR WIRING
SKU20240418_180916_SLOW DOWN WE GET PAID BY THE HOUR,SLOW DOWN WE GET,PAID BY THE HOUR
SKU20240418_180917_YOURE ABOUT AS USEFUL AS A WHITE CRAYON,YOU'RE ABOUT AS USEFUL,AS A WHITE CRAYON
SKU20240418_180918_CHANGING LIVES ONE SESSION AT A TIME,CHANGING LIVES ONE,SESSION AT A TIME
SKU20240418_180919_PRACTICE RANDOM ACTS OF KINDNESS,PRACTICE RANDOM,ACTS OF KINDNESS
SKU20240418_180920_LAND OF THE FREE BECAUSE OF THE BRAVE,LAND OF THE FREE,BECAUSE OF THE BRAVE
SKU20240418_180921_DEMAND EVIDENCE THINK CRITICALLY,DEMAND EVIDENCE,THINK CRITICALLY
SKU20240418_180922_PEOPLE OF QUALITY DONT FEAR EQUALITY,PEOPLE OF QUALITY,DON'T FEAR EQUALITY
SKU20240418_180924_LIBERAL IS NOT A DIRTY WORD,LIBERAL IS NOT,A DIRTY WORD
