SKU,Name1,Name2
SKU20240405_055400_THE MOUNTAINS ARE CALLING,THE MOUNTAINS,ARE CALLING
SKU20240405_055401_SUCK IT UP BUTTERCUP,SUCK IT UP,BUTTERCUP
SKU20240405_055402_ON WEDNESDAYS WE WEAR PINK,ON WEDNESDAYS,WE WEAR PINK
SKU20240405_055403_IF YOU AINT FIRST YOURE LAST,IF YOU AINT,FIRST YOURE LAST
SKU20240405_055404_HONK IF YOURE GAY,HONK IF,YOU'RE GAY
SKU20240405_055405_BE KIND TO ANIMALS,BE KIND TO,ANIMALS
SKU20240405_055406_CRAZY CAT LADY,CRAZY CAT,LADY
SKU20240405_055407_GIVE PEACE A CHANCE,GIVE PEACE,A CHANCE
SKU20240405_055408_ONE NATION UNDER GOD,ONE NATION,UNDER GOD
SKU20240405_055409_I STAND FOR THE FLAG AND KNEEL FOR THE CROSS,I STAND FOR THE FLAG AND,KNEEL FOR THE CROSS
SKU20240405_055410_FOR GOD SO LOVED THE WORLD,FOR GOD SO,LOVED THE WORLD
SKU20240405_055411_IF I PASSED YOU ON THE RIGHT YOUR AN IDIOT,IF I PASSED YOU ON THE,RIGHT YOU'R AN IDIOT
SKU20240405_055412_MAKE RACISTS AFRAID AGAIN,MAKE RACISTS,AFRAID AGAIN
SKU20240405_055413_MAKE TEA NOT WAR,MAKE TEA,NOT WAR
SKU20240405_055414_DONT TEXT AND DRIVE,DON'T TEXT,AND DRIVE
SKU20240405_055415_MENTAL HEALTH AWARENESS,MENTAL HEALTH,AWARENESS
SKU20240405_055416_HATE HAS NO HOME HERE,HATE HAS NO,HOME HERE
SKU20240405_055417_PLEASE LET ME MERGE BEFORE I START CRYING,PLEASE LET ME MERGE,BEFORE I START CRYING
SKU20240405_055418_HATE WILL NOT MAKE US GREAT,HATE WILL NOT,MAKE US GREAT
SKU20240405_055419_I LOVE JET NOISE,I LOVE JET,NOISE
SKU20240405_055420_SAVE THE WHALES,SAVE THE,WHALES
SKU20240405_055421_WE BRAKE FOR NOBODY,WE BRAKE,FOR NOBODY
SKU20240405_055422_WOMEN FOR TRUMP,WOMEN FOR,TRUMP
