SKU,Name1,Name2
SKU20240323_043205_KEEP YOUR HEELS HEAD AND STANDARDS HIGH,"KEEP YOUR HEELS, HEAD,",AND STANDARDS HIGH.
SKU20240323_043206_PIRATE OF THE CAR I BE IN,PIRATE OF THE,CAR I BE IN
SKU20240323_043207_HONK IF YOU LOVE DYING AND BEING DEAD,HONK IF YOU LOVE,DYING AND BEING DEAD
SKU20240323_043208_YOU CAN NEVER HAVE TOO MANY SANCTUARY GOATS,YOU CAN NEVER HAVE TOO,MANY SANCTUARY GOATS
SKU20240323_043209_IM TIRED OF THIS GRANDPA,I'M TIRED OF,THIS GRANDPA
SKU20240323_043210_SPEAK SOFTLY AND CARRY A BIG STICK,SPEAK SOFTLY AND,CARRY A BIG STICK
SKU20240323_043211_THATS WHAT SHE SAID,THAT'S WHAT,SHE SAID
SKU20240323_043212_IM SO SORRY IM DOING MY BEST,I'M SO SORRY I'M,DOING MY BEST
SKU20240323_043213_TOGETHER WE WILL MAKE AMERICA GREAT AGAIN,TOGETHER WE WILL MAKE,AMERICA GREAT AGAIN
SKU20240323_043214_I LIKE BIG BOOKS AND I CANNOT LIE,I LIKE BIG BOOKS,AND I CANNOT LIE
SKU20240323_043215_GOOSE ON THE LOOSE,GOOSE ON,THE LOOSE
SKU20240323_043216_NOTHING BUT THE RAIN,NOTHING BUT,THE RAIN
SKU20240323_043217_DON'T BE SO HARD ON YOURSELF,DON'T BE SO,HARD ON YOURSELF
SKU20240323_043218_DONT FOLLOW ME I DO STUPID THINGS,DON'T FOLLOW ME I,DO STUPID THINGS
SKU20240323_043219_WORLDS OKAYEST IT SUPPORT,WORLD'S OKAYEST,IT SUPPORT
SKU20240323_043220_PLEASE BE PATIENT BLONDE DRIVER,PLEASE BE PATIENT,BLONDE DRIVER
SKU20240323_043221_YOU MY FRIEND SHOULD HAVE BEEN SWALLOWED,YOU MY FRIEND SHOULD,HAVE BEEN SWALLOWED
SKU20240323_043222_WORLDS OKAYEST ELECTRICIAN,WORLD'S OKAYEST,ELECTRICIAN
SKU20240323_043223_DONT HONK AT ME IM TRYING MY BEST,DON'T HONK AT ME,I'M TRYING MY BEST
SKU20240323_043224_TALK TO ME GOOSE,TALK TO ME,GOOSE
