SKU,Name1,Name2
ST20240410_222253_TRY THAT IN A SMALL TOWN,TRY THAT IN A,SMALL TOWN
ST20240410_222254_IM NOT GAY BUT MY BOYFRIEND IS,I'M NOT GAY BUT,MY BOYFRIEND IS
ST20240410_222255_IM NOT GAY BUT MY HUSBAND IS,I'M NOT GAY BUT,MY HUSBAND IS
ST20240410_222256_IM NOT GAY BUT MY BUTT IS,I'M NOT GAY BUT,MY BUTT IS
ST20240410_222257_SAVE THE BABY HUMANS,SAVE THE,BABY HUMANS
ST20240410_222258_MOTORCYCLES ARE EVERYWHERE,MOTORCYCLES ARE,EVERYWHERE
ST20240410_222259_MY BODY MY CHOICE,MY BODY MY,CHOICE
ST20240410_222300_LOVE ONE ANOTHER,LOVE ONE,ANOTHER
ST20240410_222301_GOD BLESS TEXAS,GOD BLESS,TEXAS
ST20240410_222303_KEEP YOUR LAWS OFF MY BODY,KEEP YOUR LAWS,OFF MY BODY
ST20240410_222304_THINK WHILE ITS STILL LEGAL,THINK WHILE ITS,STILL LEGAL
ST20240410_222305_HONK IF YOU THINK IM SEXY,HONK IF YOU,THINK I'M SEXY
ST20240410_222306_NO HUMAN BEING IS ILLEGAL,NO HUMAN BEING,IS ILLEGAL
ST20240410_222307_I NEVER LOSE I EITHER WIN OR LEARN,I NEVER LOSE I,EITHER WIN OR LEARN
ST20240410_222308_THE CLOSER YOU GET THE SLOWER I GO,"THE CLOSER YOU GET,",THE SLOWER I GO
ST20240410_222309_HONK IF YOU LOVE JESUS,HONK IF YOU,LOVE JESUS
ST20240410_222310_MY SON IS IN THE AIR FORCE,MY SON IS IN,THE AIR FORCE
ST20240410_222311_WISHING I WAS FISHING,WISHING I,WAS FISHING
ST20240410_222312_IM SO GAY I CANT EVEN DRIVE STRAIGHT,I'M SO GAY I CANT,EVEN DRIVE STRAIGHT
ST20240410_222313_I PARK LIKE AN IDIOT,I PARK LIKE,AN IDIOT
ST20240410_222314_BE THE PERSON YOUR DOG THINKS YOU ARE,BE THE PERSON YOUR,DOG THINKS YOU ARE
ST20240410_222315_HAVE COURAGE AND BE KIND,HAVE COURAGE,AND BE KIND
ST20240410_222316_THATS WHAT SHE SAID,THAT'S WHAT,SHE SAID
