SKU,Name1,Name2
SKU20240521_094342_IM NOT BUSY I JUST DONT LIKE YOU,"I'M NOT BUSY, I",JUST DON'T LIKE YOU
SKU20240521_094343_IM NOT YELLING IM PROJECTING,"I'M NOT YELLING,",I'M PROJECTING
SKU20240521_094344_IN MY DEFENSE I WAS UNSUPERVISED,"IN MY DEFENSE, I",WAS UNSUPERVISED
SKU20240521_094345_IN MY DEFENSE I WASNT LISTENING,"IN MY DEFENSE, I",WASN'T LISTENING
SKU20240521_094346_IN MY DEFENSE THE MOON WAS FULL,IN MY DEFENSE THE,MOON WAS FULL
SKU20240521_094347_IN MY DEFENSE MY WIFE LEFT ME UNSUPERVISED,IN MY DEFENSE MY WIFE,LEFT ME UNSUPERVISED
SKU20240521_094348_IF YOU ARE READING THIS YOU ARE TOO CLOSE,IF YOU ARE READING,"THIS, YOU ARE TOO CLOSE"
SKU20240521_094349_IF YOU CAN READ THIS BRING ME COFFEE,IF YOU CAN READ THIS,BRING ME COFFEE
SKU20240521_094350_MORE LOVE LESS HATE,MORE LOVE,LESS HATE
SKU20240521_094351_IM NOT GAY BUT MY BUTTHOLE IS,I'M NOT GAY BUT,MY BUTTHOLE IS
SKU20240521_094352_REMEMBER WHY YOU STARTED,REMEMBER WHY,YOU STARTED
SKU20240521_094353_I CANT FIX STUPID BUT I CAN CUFF IT,I CAN'T FIX STUPID,BUT I CAN CUFF IT
SKU20240521_094354_IF YOU CANT FIX IT DUCT IT,IF YOU CAN'T FIX,IT DUCT IT!
SKU20240521_094355_IM NOT IGNORING YOU IM DEAF,I'M NOT IGNORING,"YOU, I'M DEAF"
SKU20240521_094356_IM NOT IGNORING YOU I HAVE A HEARING LOSS,"I'M NOT IGNORING YOU, I",HAVE A HEARING LOSS
SKU20240521_094357_YES IM IGNORING YOU,YES I'M,IGNORING YOU
SKU20240521_094358_IM NOT IGNORING YOU I JUST DONT LIKE YOU,"I'M NOT IGNORING YOU, I",JUST DON'T LIKE YOU
SKU20240521_094359_IM A DAD AND A ENGINEER,I'M A DAD AND,A ENGINEER
SKU20240521_094400_IM NOT DEAF IM JUST IGNORING YOU,"I'M NOT DEAF, I'M",JUST IGNORING YOU
SKU20240521_094401_IM NOT IGNORING YOU I HAVE AUTISM,I'M NOT IGNORING,"YOU, I HAVE AUTISM"
SKU20240521_094402_I'M NOT IGNORING YOU I'M ON POWER-SAVING MODE,"I'M NOT IGNORING YOU,",I'M ON POWER-SAVING MODE
SKU20240521_094403_IM NOT IGNORING YOU I'M JUST REALLY BUSY,"I'M NOT IGNORING YOU,",I'M JUST REALLY BUSY
SKU20240521_094404_I'M NOT IGNORING YOU I'M JUST DEAF,I'M NOT IGNORING,"YOU, I'M JUST DEAF"
SKU20240521_094405_IM NOT IGNORING YOU IM HARD OF HEARING,"I'M NOT IGNORING YOU,",I'M HARD OF HEARING
