SKU,Name1,Name2
SKU20240413_224705_FREE RIDES FOR GOTH GIRLS,FREE RIDES FOR,GOTH GIRLS
SKU20240413_224706_BECAUSE SHE IS MY DAUGHTER,BECAUSE SHE IS,MY DAUGHTER
SKU20240413_224707_I SUPPORT POLICE,I SUPPORT,POLICE
SKU20240413_224708_SHIT HAPPENS,SHIT,HAPPENS
SKU20240413_224709_I MAKE SHIT HAPPEN,I MAKE SHIT,HAPPEN
SKU20240413_224710_SHIT HAPPENS SHAKE IT OFF,SHIT HAPPENS,SHAKE IT OFF
SKU20240413_224711_SHIT HAPPENS MOSTLY TO ME SO DONT WORRY,SHIT HAPPENS MOSTLY TO,"ME, SO DON'T WORRY."
SKU20240413_224712_LET THE SHIT GO,LET THE,SHIT GO
SKU20240413_224713_SHIT HAPPENS JUST BE HAPPY,SHIT HAPPENS,JUST BE HAPPY
SKU20240413_224714_DONT TOUCH MY SHIT,DON'T TOUCH,MY SHIT
SKU20240413_224715_GET OUT OF YOUR OWN WAY AND MAKE SHIT HAPPEN,GET OUT OF YOUR OWN WAY,AND MAKE SHIT HAPPEN
SKU20240413_224716_THIS IS MY CIRCUS THESE ARE MY MONKEYS,THIS IS MY CIRCUS,THESE ARE MY MONKEYS
SKU20240413_224717_AWAKE NOT WOKE,AWAKE NOT,WOKE
SKU20240413_224718_IM NOT TOTALLY USELESS I CAN BE USED AS A BAD EXAMPLE,I'M NOT TOTALLY USELESS I CAN,BE USED AS A BAD EXAMPLE!
SKU20240413_224719_IF I WASNT A GOOD ELECTRICIAN I WOULD BE DEAD BY NOW,IF I WASN'T A GOOD,ELECTRICIAN I WOULD BE DEAD BY NOW
SKU20240413_224720_IM HERE TO FUCK SHIT UP,I'M HERE TO,FUCK SHIT UP
SKU20240413_224721_IM JACKED UP ON MOUNTAIN DEW,I'M JACKED UP ON,MOUNTAIN DEW
SKU20240413_224722_IM CONFUSED BABY IN A TOPLESS BAR,I'M CONFUSED BABY,IN A TOPLESS BAR
SKU20240413_224723_ITS JUST A FLESH WOUND,IT'S JUST A,FLESH WOUND
SKU20240413_224724_YOURE A BAD DRIVER BUT DID YOU DIE,YOU'RE A BAD DRIVER,BUT DID YOU DIE?
SKU20240413_224725_DO OR DO NOT THERE IS NO TRY,DO OR DO NOT,THERE IS NO TRY
SKU20240413_224726_KEEP CALM ALL BLEEDING STOPS EVENTUALLY,KEEP CALM ALL,BLEEDING STOPS EVENTUALLY
SKU20240413_224727_I WORK HARDER THAN AN UGLY STRIPPER,I WORK HARDER THAN,AN UGLY STRIPPER
