SKU,Name1,Name2
SKU20240413_224728_NOBODY CARES SWIM FASTER,NOBODY CARES,SWIM FASTER
SKU20240413_224729_WORK HARD PLAY HARDER,WORK HARD,PLAY HARDER
SKU20240413_224730_THE TRUTH IS STILL OUT THERE,THE TRUTH IS,STILL OUT THERE
SKU20240413_224731_I HAVE NO IDEA WHAT IM DOING,I HAVE NO IDEA,WHAT I'M DOING
SKU20240413_224732_THIS IS THE WAY,THIS IS,THE WAY
SKU20240413_224733_JESUS THE WAY THE TRUTH THE LIFE,JESUS: THE WAY. THE,TRUTH. THE LIFE
SKU20240413_224734_MY BROOM IS IN THE SHOP,MY BROOM IS,IN THE SHOP
SKU20240413_224735_I DO BELIEVE ITS TIME FOR ANOTHER ADVENTURE TURE,I DO BELIEVE ITS TIME FOR,ANOTHER ADVENTURE TURE
SKU20240413_224736_YES THIS IS MY TRUCK NO I WONT HELP YOU MOVE,"YES, THIS IS MY TRUCK. NO,",I WON'T HELP YOU MOVE
SKU20240413_224737_IM FINE ITS JUST MY FACE,I'M FINE IT'S,JUST MY FACE
SKU20240413_224738_MY OTHER BROOM IS A CAR,MY OTHER,BROOM IS A CAR
SKU20240413_224739_MY OTHER CAR IS A BROOMSTICK,MY OTHER CAR IS,A BROOMSTICK
SKU20240413_224740_MY OTHER RIDE IS A BROOM,MY OTHER RIDE,IS A BROOM
SKU20240413_224741_MY OTHER MOTORCYCLE IS A BROOM,MY OTHER,MOTORCYCLE IS A BROOM
SKU20240413_224742_IM GOING ON AN ADVENTURE,I'M GOING ON,AN ADVENTURE
SKU20240413_224743_ITS TIME FOR ANOTHER ADVENTURE,IT'S TIME FOR,ANOTHER ADVENTURE
SKU20240413_224744_IM NICER THAN MY FACE LOOKS,I'M NICER THAN,MY FACE LOOKS
SKU20240413_224745_DONT WORRY I KNOW WHAT IM DOING,DON'T WORRY I KNOW,WHAT I'M DOING
SKU20240413_224746_HOLD ON LET ME OVERTHINK THIS,HOLD ON LET ME,OVERTHINK THIS
SKU20240413_224747_YOURE INSECURE,YOU'RE,INSECURE
SKU20240413_224748_SPEAK YOUR MIND EVEN IF YOUR VOICE SHAKES,SPEAK YOUR MIND EVEN,IF YOUR VOICE SHAKES
SKU20240413_224749_FIGHT FOR THOSE WITHOUT YOUR PRIVILEGE,FIGHT FOR THOSE,WITHOUT YOUR PRIVILEGE
SKU20240413_224750_DO YOU FOLLOW JESUS THIS CLOSE,DO YOU FOLLOW,JESUS THIS CLOSE?
SKU20240413_224751_PLEASE BE PATIENT IM ACTUALLY THREE DOGS IN A TRENCH COAT,"PLEASE BE PATIENT, I'M ACTUALLY",THREE DOGS IN A TRENCH COAT
SKU20240413_224753_JUST SO WERE CLEAR I AINT GIVING UP SHIT,JUST SO WE'RE CLEAR I,AIN'T GIVING UP SHIT
SKU20240413_224754_KEEP CALM WINTER IS COMING,KEEP CALM,WINTER IS COMING
SKU20240413_224755_ITS LIGHTS OUT AND AWAY WE GO,IT'S LIGHTS OUT,AND AWAY WE GO
