SKU,Name1,Name2
ST20240427_144452_HOBBIES INCLUDE A SPOON AND PEANUT BUTTER,HOBBIES INCLUDE A,SPOON AND PEANUT BUTTER
ST20240427_144453_WHERE WERE YOU NOW,WHERE WERE,YOU NOW
ST20240427_144454_DONT LET THE HARD DAYS WIN,DON'T LET THE,HARD DAYS WIN.
ST20240427_144455_JESUS LOVES YOU BUT IM HIS FAVORITE,"JESUS LOVES YOU, BUT",I'M HIS FAVORITE
ST20240427_144456_SLOW IS SMOOTH SMOOTH IS FAST,"SLOW IS SMOOTH,",SMOOTH IS FAST
ST20240427_144457_SORRY IM LATE I TOOK THE RHOMBUS,SORRY I'M LATE I,TOOK THE RHOMBUS
ST20240427_144458_EVEN A BAD DAY IS JUST 24 HOURS,EVEN A BAD DAY IS,JUST 24 HOURS
ST20240427_144459_AND SHE LIVED HAPPILY EVER AFTER,AND SHE LIVED,HAPPILY EVER AFTER!
ST20240427_144500_BLOOM WHERE YOU ARE PLANTED,BLOOM WHERE YOU,ARE PLANTED
ST20240427_144501_TREAT PEOPLE WITH KINDNESS,TREAT PEOPLE,WITH KINDNESS
ST20240427_144502_HONK IF YOU SPOT THE GOOSE,HONK IF YOU,SPOT THE GOOSE!
ST20240427_144503_I DIDNT GO THROUGH ALL THAT FOR NOTHING,I DIDN'T GO THROUGH,ALL THAT FOR NOTHING
ST20240427_144504_I LIT THE BLACK FLAME CANDLE,I LIT THE BLACK,FLAME CANDLE
ST20240427_144505_JUST A BOY WHO LOVES MINING,JUST A BOY WHO,LOVES MINING
ST20240427_144506_TODAY I WILL BE POSITIVE,TODAY I WILL,BE POSITIVE
ST20240427_144507_HONK IF YOU LOVE GOOSE,HONK IF YOU,LOVE GOOSE!
ST20240427_144508_PLEASE BE PATIENT THINKING LOADING,PLEASE BE PATIENT,THINKING LOADING...
ST20240427_144509_PLEASE BE PATIENT I AM SO STUPID,PLEASE BE PATIENT,I AM SO STUPID
ST20240427_144510_JUST A GIRL WHO LOVES BUNNYS,JUST A GIRL WHO,LOVES BUNNYS
ST20240427_144511_DONT MAKE ME USE MY EPIDEMIOLOGIST VOICE,DON'T MAKE ME USE MY,EPIDEMIOLOGIST VOICE
ST20240427_144512_WORLDS OKAYEST INFLUENCER,WORLD'S OKAYEST,INFLUENCER
ST20240427_144513_SORRY IM LATE I WAS ABDUCTED,SORRY I'M LATE I,WAS ABDUCTED
ST20240427_144514_CALL ME BY YOUR NAME,CALL ME BY,YOUR NAME
ST20240427_144515_DONT MAKE ME USE MY COACH VOICE,DON'T MAKE ME USE,MY COACH VOICE
ST20240427_144516_I HOPE YOUR DAY IS AS NICE AS MY BUTT,I HOPE YOUR DAY IS,AS NICE AS MY BUTT
ST20240427_144517_MONEY IS JUST PAPER,MONEY IS,JUST PAPER.
ST20240427_144518_EMOTIONALLY ATTACHED TO FICTIONAL CHARACTERS,EMOTIONALLY ATTACHED TO,FICTIONAL CHARACTERS
ST20240427_144519_I FIND YOUR LACK OF FAITH DISTURBING,I FIND YOUR LACK OF,FAITH DISTURBING
ST20240427_144520_LIVE A LIFE YOU WILL REMEMBER,LIVE A LIFE YOU,WILL REMEMBER
ST20240427_144521_WORLDS OKAYEST BRAWLER,WORLD'S,OKAYEST BRAWLER
ST20240427_144522_THIS TINY TURTLE HE JUDGES YOU IMMENSELY,THIS TINY TURTLE HE,JUDGES YOU IMMENSELY
ST20240427_144523_THATS MESSED UP RIGHT,THAT'S MESSED,"UP, RIGHT?"
ST20240427_144524_BLESSED ARE THE CURIOUS,BLESSED ARE,THE CURIOUS
ST20240427_144525_JUST GO NORMAL FROM TIME TO TIME,JUST GO NORMAL,FROM TIME TO TIME
ST20240427_144526_LETS EAT TRASH GET HIT BY A CAR,LET'S EAT TRASH,GET HIT BY A CAR
ST20240427_144527_DANGER I DONT KNOW ANYTHING,"DANGER, I DON'T",KNOW ANYTHING
ST20240427_144528_JUST A GIRL WHO LOVES PEAS VEGETABLE,JUST A GIRL WHO,LOVES PEAS VEGETABLE
ST20240427_144529_LIFE AS A WRITER,LIFE AS A,WRITER
ST20240427_144530_BESTIE PLEASE LET ME MERGE,BESTIE PLEASE,LET ME MERGE
ST20240427_144531_DONT MAKE ME USE MY DOG TRAINING VOICE,DON'T MAKE ME USE MY,DOG TRAINING VOICE
ST20240427_144532_I DONT GIVE A FUCK,I DON'T,GIVE A FUCK
ST20240427_144533_ALWAYS LOOK ON THE BRIGHT SIDE OF LIFE,ALWAYS LOOK ON THE,BRIGHT SIDE OF LIFE
ST20240427_144534_WORLDS OKAYEST RUNNER,WORLD'S,OKAYEST RUNNER
ST20240427_144535_ITS MY BIRTHDAY,IT'S MY,BIRTHDAY
ST20240427_144536_HERE FOR THE RIGHT REASONS,HERE FOR THE,RIGHT REASONS
ST20240427_144537_I MYSELF AM STRANGE & UNUSUAL,I MYSELF AM,STRANGE & UNUSUAL
