SKU,Name1,Name2
SKU20240413_074224_NOT MY CIRCUS NOT MY MONKEYS,NOT MY CIRCUS,NOT MY MONKEYS
SKU20240413_074225_I SPANK NAUGHTY GIRLS,I SPANK,NAUGHTY GIRLS
SKU20240413_074226_I WELDED IT HELDED,I WELDED. IT,HELDED.
SKU20240413_074227_RAISE HELL COWBOY,RAISE HELL,COWBOY
SKU20240413_074228_EVERYTHINGS SHINY NOT TO FRET,EVERYTHING'S,SHINY NOT TO FRET
SKU20240413_074229_I SWEAR BY MY PRETTY FLORAL BONNET I WILL END YOU,I SWEAR BY MY PRETTY,FLORAL BONNET I WILL END YOU
SKU20240413_074230_GIRLS DIRTY GIRLS DIRTY,GIRLS DIRTY,GIRLS DIRTY
SKU20240413_074231_DIRTY GIRLS LOVE DIRTY TRUCKS,DIRTY GIRLS LOVE,DIRTY TRUCKS
SKU20240413_074232_DIRTY WHITE GIRL,DIRTY,WHITE GIRL
SKU20240413_074233_GIRL YOU ARE A BADASS,GIRL YOU ARE,A BADASS
SKU20240413_074234_GIRLS WANTED ALL POSITION WILL TRAIN,GIRLS WANTED ALL,POSITION WILL TRAIN
SKU20240413_074235_DIRTY GIRLS HAVE MORE FUN,DIRTY GIRL'S,HAVE MORE FUN
SKU20240413_074236_WHAT I LACK IN HEIGHT I MAKE UP FOR LENGTH,WHAT I LACK IN HEIGHT I,MAKE UP FOR LENGTH
SKU20240413_074237_HOWS YOUR WIFE AND MY KIDS,HOWS YOUR WIFE,AND MY KIDS?
SKU20240413_074238_YOULL DIE WITHOUT ME YOU IDIOT,YOU'LL DIE WITHOUT,ME YOU IDIOT!
SKU20240413_074239_READING SOMETHING UNHOLY,READING,SOMETHING UNHOLY
SKU20240413_074240_CAUTION MAY SEND IT AT ANY MOMENT,CAUTION MAY SEND,IT AT ANY MOMENT
SKU20240413_074241_SOUTHERN BELL RAISIN HELL,SOUTHERN BELL,RAISIN HELL
SKU20240413_074242_IF YOU AINT GONNA COWBOY UP GO SIT IN THE TRUCK,IF YOU AIN'T GONNA COWBOY,UP GO SIT IN THE TRUCK!
SKU20240413_074243_YOU AINT NO COWBOY,YOU AIN'T,NO COWBOY
SKU20240413_074244_YOU WONT TAKE MY GUN BUT YOU MIGHT GET MY BULLETS,YOU WONT TAKE MY GUN BUT,YOU MIGHT GET MY BULLETS
SKU20240413_074245_IF YOU AINT FIRST YOURE LAST,IF YOU AIN'T,FIRST YOU'RE LAST
SKU20240413_074246_FREEDOM IS NOT A GOVERNMENT PROGRAM,FREEDOM IS NOT A,GOVERNMENT PROGRAM
SKU20240413_074247_I WORK TO SUPPORT MY FISHING ADDICTION,I WORK TO SUPPORT MY,FISHING ADDICTION
SKU20240413_074248_YOUR GOVERNMENT IS LYING TO YOU,YOUR GOVERNMENT,IS LYING TO YOU
SKU20240413_074249_BORN TO FISH FORCED TO WORK,BORN TO FISH,FORCED TO WORK
SKU20240413_074250_BIGFOOT HOLDS THE KEY TO MY HEART,BIGFOOT HOLDS THE,KEY TO MY HEART
SKU20240413_074251_AINT THAT JUST THE WAY,AIN'T THAT,JUST THE WAY
SKU20240413_074252_YALL AINT RIGHT,YA'LL,AIN'T RIGHT
SKU20240413_074253_BECAUSE HE IS MY SON,BECAUSE HE,IS MY SON
