SKU,Name1,Name2
SKU20240414_134405_DO EVERYTHING IN LOVE,DO,EVERYTHING IN LOVE
SKU20240414_134406_JESUS IS MY LIFELINE,JESUS IS MY,LIFELINE
SKU20240414_134407_I DONT EAT ANYTHING THAT POOP,I DON'T EAT,ANYTHING THAT POOP
SKU20240414_134408_I WORK HARD SO MY DOGS CAN HAVE A BETTER LIFE,I WORK HARD SO MY DOGS,CAN HAVE A BETTER LIFE
SKU20240414_134409_I ONLY CARE ABOUT MY DOG,I ONLY CARE,ABOUT MY DOG
SKU20240414_134410_USA MY PROMISED LAND,USA! MY,PROMISED LAND
SKU20240414_134411_BUT MY LIPS HURT REAL BAD,BUT MY LIPS,HURT REAL BAD
SKU20240414_134412_YOUR MOM GOES TO COLLEGE,YOUR MOM GOES,TO COLLEGE
SKU20240414_134413_YOU COULD BE DRINKING WHOLE IF YOU WANTED TO,YOU COULD BE DRINKING,WHOLE IF YOU WANTED TO
SKU20240414_134414_GO FIND YOUR OWN,GO FIND,YOUR OWN
SKU20240414_134415_TRY AND HIT ME,TRY AND,HIT ME
SKU20240414_134416_YOU KNOW I LOVE YOU MORE THAN MY LUGGAGE,YOU KNOW I LOVE YOU,MORE THAN MY LUGGAGE
SKU20240414_134417_THE BEST THINGS IN LIFE ARE THE PEOPLE WE LOVE,THE BEST THINGS IN LIFE,ARE THE PEOPLE WE LOVE
SKU20240414_134418_BE A VOICE NOT AN ECHO,BE A VOICE,NOT AN ECHO
SKU20240414_134419_ME AND MY HOMIES WOULDA BEEN STACKING BODIES BY NOW,ME AND MY HOMIES WOULDA,BEEN STACKING BODIES BY NOW
SKU20240414_134420_READ BOOKS BE KIND STAY WEIRD,READ BOOKS BE,KIND STAY WEIRD
SKU20240414_134421_LOOK FOR CHRIST AND YOULL FIND HIM EVERYTHING ELSE,LOOK FOR CHRIST AND YOU'LL,FIND HIM EVERYTHING ELSE
SKU20240414_134422_NO OUTFIT IS COMPLETE WITHOUT CAT HAIR,NO OUTFIT IS COMPLETE,WITHOUT CAT HAIR
SKU20240414_134423_IF YOU WANT TO WALK THE HEAVENLY STREETS OF GOLD YOU GOTTA KNOW THE PASSWORD,IF YOU WANT TO WALK THE HEAVENLY STREETS,OF GOLD YOU GOTTA KNOW THE PASSWORD
SKU20240414_134424_DONT QUIT YOUR DAYDREAM,DON'T QUIT,YOUR DAYDREAM
SKU20240414_134425_RESPECT HUMAN RIGHTS,RESPECT,HUMAN RIGHTS
SKU20240414_134426_YOU DONT HAVE TO BE PERFECT TO BE AMAZING,YOU DON'T HAVE TO BE,PERFECT TO BE AMAZING
SKU20240414_134427_WINNERS ARE NOT PEOPLE WHO NEVER FAIL BUT PEOPLE WHO NEVER QUIT,WINNERS ARE NOT PEOPLE WHO NEVER,FAIL BUT PEOPLE WHO NEVER QUIT
SKU20240414_134428_SOMETIME YOU FORGET YOU'RE AWESOME SO THIS IS YOUR REMINDER,SOMETIME YOU FORGET YOU'RE,"AWESOME, SO THIS IS YOUR REMINDER"
SKU20240414_134429_SHOES SPEAKS LOUDER THAN WORDS,SHOES SPEAKS,LOUDER THAN WORDS
SKU20240414_134430_DONT TRADE YOUR AUTHENTICITY FOR APPROVAL,DON'T TRADE YOUR,AUTHENTICITY FOR APPROVAL
SKU20240414_134431_FORGET THE RULES IF YOU LIKE IT WEAR IT,FORGET THE RULES IF,YOU LIKE IT WEAR IT
SKU20240414_134432_THE SECRET INGREDIENT IS ALWAYS LOVE,THE SECRET,INGREDIENT IS ALWAYS LOVE
SKU20240414_134433_IF IT IS ENDURABLE THEN ENDURE IT STOP COMPLAINING,IF IT IS ENDURABLE THEN,ENDURE IT. STOP COMPLAINING
SKU20240414_134434_A HOUSE IS NOT A HOME WITHOUT PAW PRINTS,A HOUSE IS NOT A HOME,WITHOUT PAW PRINTS
SKU20240414_134435_TODAY IS A GOOD DAY FOR A GOOD DAY,TODAY IS A GOOD DAY,FOR A GOOD DAY
SKU20240414_134436_ITS NOT CHEATING IF MY HUSBAND WATCHES,IT'S NOT CHEATING IF,MY HUSBAND WATCHES
SKU20240414_134437_MY HEART BELONGS TO A VETERAN,MY HEART BELONGS,TO A VETERAN
SKU20240414_134438_HAPPINESS HAS PAWS CAT,HAPPINESS HAS,PAWS CAT
SKU20240414_134439_THE CAT FUR IS JUST PART OF THE DECOR,THE CAT FUR IS JUST,PART OF THE DECOR
SKU20240414_134440_THINK DO BE POSITIVE,"THINK, DO, BE",POSITIVE
SKU20240414_134441_ALL YOU NEED IS LOVE AND A CAT,ALL YOU NEED IS,LOVE AND A CAT
SKU20240414_134442_A DREAM IS A WISH YOUR HEART MAKES,A DREAM IS A WISH,YOUR HEART MAKES
SKU20240414_134443_THERE IS ALWAYS SOMETHING TO BE THANKFUL FOR,THERE IS ALWAYS,SOMETHING TO BE THANKFUL FOR
SKU20240414_134444_LOVED YOU YESTERDAY LOVE YOU STILL ALWAYS HAVE ALWAYS WILL,LOVED YOU YESTERDAY LOVE YOU,STILL ALWAYS HAVE ALWAYS WILL
SKU20240414_134445_I CAN DO ALL THINGS THROUGH CHRIST WHO STRENGTHENS ME,I CAN DO ALL THINGS THROUGH,CHRIST WHO STRENGTHENS ME
SKU20240414_134446_THIS IS US OUR STORY OUR LIFE OUR,THIS IS US OUR,STORY OUR LIFE OUR
SKU20240414_134447_THE BEST THING ABOUT MEMORIES IS MAKING THEM,THE BEST THING ABOUT,MEMORIES IS MAKING THEM
SKU20240414_134448_GAS PRICES HIGHER THAN HUNTER BIDEN,GAS PRICES HIGHER,THAN HUNTER BIDEN
SKU20240414_134449_STAY STRAPPED OR GET CLAPPED,STAY STRAPPED OR,GET CLAPPED
SKU20240414_134450_MAKE TRUMP LOSE AGAIN,MAKE TRUMP,LOSE AGAIN
SKU20240414_134451_IM A BAD INFLUENCE BUT DAMN IM FUN,I'M A BAD INFLUENCE,BUT DAMN I'M FUN
SKU20240414_134452_BACK OFF BUMPER HUMPER,BACK OFF,BUMPER HUMPER
SKU20240414_134453_DREAM BIG WORK HARD STAY HUMBLE,DREAM BIG. WORK,HARD. STAY HUMBLE
SKU20240414_134454_VETS BEFORE ILLEGALS,VETS BEFORE,ILLEGALS
SKU20240414_134455_THIS ABOVE ALL TO THINE OWN SELF BE TRUE,THIS ABOVE ALL TO,THINE OWN SELF BE TRUE.
SKU20240414_134456_TREE HUGGING DIRT WORSHIPPER,TREE HUGGING,DIRT WORSHIPPER
SKU20240414_134457_I LOVE MY FAT CAT,I LOVE MY,FAT CAT
